Domain,Instance,Heuristic,Plan_Length,Search_Time_ms,Expanded_Nodes,Max_RAM_MB,h_initial,States_Evaluated,Heuristic_Time_ms
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_1_1229.pddl,onld-local,23,17,24,74.65,23.0,141,10
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_1_1229.pddl,onld-hadd,23,21,24,74.3,24.833834,141,17
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_1_1229.pddl,hlm-count,146,12705,2736172,5280.42,3.0,8367291,6256
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_1_1229.pddl,hlm-count-filtered,146,12864,2736172,5269.93,3.0,8367291,6545
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_1_1229.pddl,hadd,23,11,24,82.14,22.333334,141,5
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_1_1229.pddl,hmax,23,11,24,85.36,12.666667,141,2
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_2_1229.pddl,onld-local,80,28,86,74.01,63.0,513,16
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_2_1229.pddl,onld-hadd,79,46,110,74.04,121.58342,624,35
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_2_1229.pddl,hlm-count,309,8060,1326340,4346.28,6.0,4086200,4905
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_2_1229.pddl,hlm-count-filtered,309,8038,1326340,4266.98,6.0,4086200,4943
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_2_1229.pddl,hadd,76,22,77,74.18,96.66666,476,10
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_2_1229.pddl,hmax,107,54,1737,73.76,40.0,3838,21
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_3_1229.pddl,onld-local,101,37,103,75.53,79.0,625,23
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_3_1229.pddl,onld-hadd,99,60,131,74.29,174.24992,769,48
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_3_1229.pddl,hlm-count,229,10018,1380063,4813.86,9.0,4221549,6813
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_3_1229.pddl,hlm-count-filtered,229,10086,1380063,4758.42,9.0,4221549,6934
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_3_1229.pddl,hadd,141,24,145,74.34,190.99998,928,11
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_3_1229.pddl,hmax,143,134,10052,126.81,50.0,17059,52
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_4_1229.pddl,onld-local,98,33,99,75.16,52.0,597,25
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_4_1229.pddl,onld-hadd,98,51,99,75.39,139.8345,597,45
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_4_1229.pddl,hlm-count,290,268,15482,303.24,12.0,35486,157
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_4_1229.pddl,hlm-count-filtered,290,286,15482,299.49,12.0,35486,179
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_4_1229.pddl,hadd,208,30,210,74.74,209.33331,1367,19
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_4_1229.pddl,hmax,147,143,11683,124.38,48.333332,19643,61
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_5_1229.pddl,onld-local,101,38,104,75.36,89.0,643,25
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_5_1229.pddl,onld-hadd,105,77,140,75.74,330.4179,823,64
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_5_1229.pddl,hlm-count,T/O,T/O,T/O,20994.25,15.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_5_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,20989.42,15.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_5_1229.pddl,hadd,209,32,211,75.2,253.0,1376,17
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_5_1229.pddl,hmax,149,218,21588,142.54,47.666668,36482,138
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_1_1229.pddl,onld-local,T/O,T/O,T/O,21077.14,1.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_1_1229.pddl,onld-hadd,23,25,24,74.34,22.333332,302,16
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_1_1229.pddl,hlm-count,T/O,T/O,T/O,21065.26,1.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_1_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,21053.5,1.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_1_1229.pddl,hadd,23,18,24,74.09,22.333332,302,10
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_1_1229.pddl,hmax,24,19,53,75.33,12.666667,637,12
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_2_1229.pddl,onld-local,T/O,T/O,T/O,21085.86,2.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_2_1229.pddl,onld-hadd,76,52,77,73.62,96.66666,1008,42
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_2_1229.pddl,hlm-count,T/O,T/O,T/O,21097.6,2.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_2_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,21102.45,2.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_2_1229.pddl,hadd,76,27,77,74.95,96.66666,1008,17
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_2_1229.pddl,hmax,111,183,4171,137.59,40.0,32555,130
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_3_1229.pddl,onld-local,T/O,T/O,T/O,21083.73,3.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_3_1229.pddl,onld-hadd,119,95,120,156.08,190.99998,1598,82
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_3_1229.pddl,hlm-count,T/O,T/O,T/O,21066.32,3.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_3_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,21059.64,3.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_3_1229.pddl,hadd,119,44,120,74.06,190.99998,1598,27
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_3_1229.pddl,hmax,187,7061,215032,1493.09,48.333332,1737307,5537
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_4_1229.pddl,onld-local,T/O,T/O,T/O,21075.52,4.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_4_1229.pddl,onld-hadd,120,104,121,163.75,209.33331,1619,88
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_4_1229.pddl,hlm-count,T/O,T/O,T/O,21051.04,4.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_4_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,21060.45,4.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_4_1229.pddl,hadd,120,43,121,73.44,209.33331,1619,25
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_4_1229.pddl,hmax,338,17172,449859,1748.8,47.666668,3623406,13251
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_5_1229.pddl,onld-local,T/O,T/O,T/O,20214.14,5.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_5_1229.pddl,onld-hadd,121,128,122,137.32,252.99997,1634,108
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_5_1229.pddl,hlm-count,T/O,T/O,T/O,21052.68,5.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_5_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,21047.68,5.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_5_1229.pddl,hadd,121,62,122,82.67,252.99997,1636,50
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_5_1229.pddl,hmax,183,2042,42114,509.45,47.666668,345267,1723
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_1_1229.pddl,onld-local,T/O,T/O,T/O,21068.5,1.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_1_1229.pddl,onld-hadd,23,33,24,74.4,22.333332,463,21
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_1_1229.pddl,hlm-count,T/O,T/O,T/O,21057.3,1.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_1_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,21050.37,1.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_1_1229.pddl,hadd,23,19,24,74.3,22.333332,463,14
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_1_1229.pddl,hmax,26,37,98,74.27,12.666667,1736,23
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_2_1229.pddl,onld-local,T/O,T/O,T/O,21059.78,2.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_2_1229.pddl,onld-hadd,76,99,77,135.68,96.66666,1540,79
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_2_1229.pddl,hlm-count,T/O,T/O,T/O,21052.39,2.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_2_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,21044.62,2.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_2_1229.pddl,hadd,76,40,77,74.66,96.66666,1540,25
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_2_1229.pddl,hmax,119,1578,29474,516.61,38.333332,332196,1274
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_3_1229.pddl,onld-local,T/O,T/O,T/O,21060.62,3.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_3_1229.pddl,onld-hadd,119,143,120,153.67,190.99998,2431,125
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_3_1229.pddl,hlm-count,T/O,T/O,T/O,21020.73,3.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_3_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,21037.02,3.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_3_1229.pddl,hadd,119,58,120,76.59,190.99998,2431,47
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_3_1229.pddl,hmax,T/O,T/O,T/O,19392.88,47.666668,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_4_1229.pddl,onld-local,T/O,T/O,T/O,19601.66,4.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_4_1229.pddl,onld-hadd,120,170,121,146.62,209.33331,2460,149
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_4_1229.pddl,hlm-count,T/O,T/O,T/O,21015.6,4.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_4_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,21013.64,4.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_4_1229.pddl,hadd,120,71,121,75.49,209.33331,2461,58
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_4_1229.pddl,hmax,T/O,T/O,T/O,17922.32,47.666668,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_5_1229.pddl,onld-local,T/O,T/O,T/O,16619.93,5.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_5_1229.pddl,onld-hadd,121,207,122,206.01,252.99997,2482,190
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_5_1229.pddl,hlm-count,T/O,T/O,T/O,17485.93,5.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_5_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,17563.23,5.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_5_1229.pddl,hadd,121,75,122,84.21,252.99998,2489,62
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_5_1229.pddl,hmax,T/O,T/O,T/O,15872.33,47.666668,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_1_1229.pddl,onld-local,T/O,T/O,T/O,21046.12,1.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_1_1229.pddl,onld-hadd,23,47,24,74.23,22.333332,624,36
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_1_1229.pddl,hlm-count,T/O,T/O,T/O,21060.27,1.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_1_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,21047.96,1.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_1_1229.pddl,hadd,23,24,24,74.03,22.333332,624,16
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_1_1229.pddl,hmax,23,29,24,74.21,12.333333,624,19
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_2_1229.pddl,onld-local,T/O,T/O,T/O,21050.93,2.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_2_1229.pddl,onld-hadd,76,106,77,156.27,96.66666,2072,86
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_2_1229.pddl,hlm-count,T/O,T/O,T/O,21049.66,2.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_2_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,21047.27,2.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_2_1229.pddl,hadd,76,59,77,73.77,96.66666,2072,45
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_2_1229.pddl,hmax,117,5076,50971,821.56,37.666668,890873,4322
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_3_1229.pddl,onld-local,T/O,T/O,T/O,19793.74,3.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_3_1229.pddl,onld-hadd,119,188,120,141.49,190.99998,3264,171
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_3_1229.pddl,hlm-count,T/O,T/O,T/O,20348.13,3.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_3_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,20228.58,3.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_3_1229.pddl,hadd,119,83,120,126.87,190.99998,3257,68
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_3_1229.pddl,hmax,T/O,T/O,T/O,16895.05,47.666668,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_4_1229.pddl,onld-local,T/O,T/O,T/O,18597.71,4.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_4_1229.pddl,onld-hadd,120,249,121,216.08,209.33331,3300,228
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_4_1229.pddl,hlm-count,T/O,T/O,T/O,19806.36,4.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_4_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,19575.84,4.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_4_1229.pddl,hadd,120,93,121,75.43,209.33331,3307,75
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_4_1229.pddl,hmax,T/O,T/O,T/O,14552.56,47.666668,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_5_1229.pddl,onld-local,T/O,T/O,T/O,14278.54,5.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_5_1229.pddl,onld-hadd,121,304,122,315.71,252.99997,3329,280
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_5_1229.pddl,hlm-count,T/O,T/O,T/O,15710.09,5.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_5_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,17135.05,5.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_5_1229.pddl,hadd,121,97,122,124.32,252.99997,3329,86
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_5_1229.pddl,hmax,T/O,T/O,T/O,12246.76,47.666668,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_1_1229.pddl,onld-local,T/O,T/O,T/O,21046.79,1.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_1_1229.pddl,onld-hadd,23,61,24,73.91,22.333332,785,55
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_1_1229.pddl,hlm-count,T/O,T/O,T/O,21042.23,1.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_1_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,21041.19,1.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_1_1229.pddl,hadd,23,31,24,74.38,22.333332,785,23
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_1_1229.pddl,hmax,23,30,24,74.24,11.666667,785,20
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_2_1229.pddl,onld-local,T/O,T/O,T/O,21006.07,2.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_2_1229.pddl,onld-hadd,76,134,77,150.82,96.66666,2604,120
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_2_1229.pddl,hlm-count,T/O,T/O,T/O,21038.08,2.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_2_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,21028.6,2.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_2_1229.pddl,hadd,76,68,77,75.43,96.66666,2604,54
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_2_1229.pddl,hmax,116,2056,11349,570.71,37.666668,280588,1797
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_3_1229.pddl,onld-local,T/O,T/O,T/O,18414.57,3.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_3_1229.pddl,onld-hadd,119,274,120,205.44,190.99998,4086,251
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_3_1229.pddl,hlm-count,T/O,T/O,T/O,20188.1,3.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_3_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,20274.74,3.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_3_1229.pddl,hadd,119,104,120,123.92,190.99998,4090,77
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_3_1229.pddl,hmax,T/O,T/O,T/O,12981.01,47.666668,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_4_1229.pddl,onld-local,T/O,T/O,T/O,17336.1,4.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_4_1229.pddl,onld-hadd,120,354,121,317.71,209.33331,4140,317
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_4_1229.pddl,hlm-count,T/O,T/O,T/O,16351.47,4.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_4_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,16198.92,4.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_4_1229.pddl,hadd,120,118,121,113.22,209.33331,4140,95
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_4_1229.pddl,hmax,130,207,396,146.9,47.666668,11966,179
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_5_1229.pddl,onld-local,T/O,T/O,T/O,11991.56,5.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_5_1229.pddl,onld-hadd,121,431,122,386.45,252.99997,4176,400
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_5_1229.pddl,hlm-count,T/O,T/O,T/O,12361.97,5.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_5_1229.pddl,hlm-count-filtered,T/O,T/O,T/O,12017.84,5.0,T/O,T/O
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_5_1229.pddl,hadd,121,122,122,131.47,252.99997,4176,97
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_5_1229.pddl,hmax,T/O,T/O,T/O,10770.16,47.666668,T/O,T/O
