Domain,Instance,Heuristic,Plan_Length,Search_Time_ms,Expanded_Nodes,Max_RAM_MB
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_3.pddl,onld-local,183,3482,248221,1276.41
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_3.pddl,onld-hadd,202,624,9321,414.05
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_1.pddl,onld-local,21,23,91,73.71
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_1.pddl,onld-hadd,21,26,92,73.65
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_2.pddl,onld-local,50,28,249,74.36
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_2.pddl,onld-hadd,50,37,226,74.64
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_3.pddl,onld-local,21,21,72,75.31
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_3.pddl,onld-hadd,23,31,89,74.41
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_1.pddl,onld-local,21,30,96,74.36
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_1.pddl,onld-hadd,21,33,118,73.59
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_2.pddl,onld-local,39,29,97,74.61
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_2.pddl,onld-hadd,39,42,74,74.38
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_3.pddl,onld-local,52,37,213,74.87
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_3.pddl,onld-hadd,56,61,235,74.28
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_1.pddl,onld-local,38,159,2760,188.16
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_1.pddl,onld-hadd,41,51,106,73.97
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_2.pddl,onld-local,74,66,711,73.75
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_2.pddl,onld-hadd,76,95,719,151.36
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_3.pddl,onld-local,90,60,630,74.21
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_3.pddl,onld-hadd,87,115,1021,142.56
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_1.pddl,onld-local,11,21,37,74.12
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_1.pddl,onld-hadd,11,27,46,74.25
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_2.pddl,onld-local,72,34,393,74.64
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_2.pddl,onld-hadd,72,50,395,74.05
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_3.pddl,onld-local,81,37,417,74.12
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_3.pddl,onld-hadd,81,47,422,74.28
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_1.pddl,onld-local,52,41,273,75.41
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_1.pddl,onld-hadd,60,51,275,73.78
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_2.pddl,onld-local,51,54,511,74.05
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_2.pddl,onld-hadd,59,83,470,73.87
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_3.pddl,onld-local,28,28,52,74.09
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_3.pddl,onld-hadd,27,36,47,74.21
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_1.pddl,onld-local,128,14589,1343278,1912.8
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_1.pddl,onld-hadd,108,174,1673,150.4
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_2.pddl,onld-local,23,2244,85779,1038.34
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_2.pddl,onld-hadd,21,40,76,73.78
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_3.pddl,onld-local,117,8951,1090586,854.56
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_3.pddl,onld-hadd,117,130,1389,133.93
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_1.pddl,onld-local,57,36,365,73.97
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_1.pddl,onld-hadd,58,50,350,74.03
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_2.pddl,onld-local,88,45,662,74.18
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_2.pddl,onld-hadd,88,55,657,74.08
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_3.pddl,onld-local,11,14,12,74.56
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_3.pddl,onld-hadd,11,19,12,73.98
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_1.pddl,onld-local,15,16,25,74.14
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_1.pddl,onld-hadd,13,25,19,74.49
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_2.pddl,onld-local,75,351,19092,430.03
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_2.pddl,onld-hadd,74,55,422,74.83
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_3.pddl,onld-local,57,1817,183070,856.8
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_3.pddl,onld-hadd,57,1351,77437,548.31
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_1.pddl,onld-local,120,598,22359,433.18
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_1.pddl,onld-hadd,121,89,689,74.24
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_2.pddl,onld-local,135,127,1748,177.66
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_2.pddl,onld-hadd,115,322,3319,300.46
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_3.pddl,onld-local,71,229,5992,310.48
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_3.pddl,onld-hadd,70,502,14565,426.2
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_1.pddl,onld-local,5,9,6,78.58
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_1.pddl,onld-hadd,5,12,6,74.6
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_2.pddl,onld-local,33,38,132,73.59
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_2.pddl,onld-hadd,35,34,101,74.02
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_3.pddl,onld-local,94,45,774,74.27
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_3.pddl,onld-hadd,94,73,758,74.21
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_1.pddl,onld-local,72,63,974,73.98
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_1.pddl,onld-hadd,82,82,881,74.25
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_2.pddl,onld-local,58,86,1328,74.63
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_2.pddl,onld-hadd,71,118,1437,147.38
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_3.pddl,onld-local,73,77,1338,74.69
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_3.pddl,onld-hadd,73,122,1137,144.6
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_1.pddl,onld-local,62,58,709,74.18
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_1.pddl,onld-hadd,63,72,604,74.86
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_2.pddl,onld-local,61,86,1139,74.39
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_2.pddl,onld-hadd,60,109,1065,151.1
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_3.pddl,onld-local,180,807,58796,533.51
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_3.pddl,onld-hadd,180,150,2067,140.93
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_1_1.pddl,onld-local,17,16,18,74.16
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_1_1.pddl,onld-hadd,17,21,18,73.85
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_1_2.pddl,onld-local,5,11,6,75.08
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_1_2.pddl,onld-hadd,5,15,8,74.27
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_1_3.pddl,onld-local,36,33,162,74.13
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_1_3.pddl,onld-hadd,38,48,228,74.05
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_2_1.pddl,onld-local,58,60,872,76.03
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_2_1.pddl,onld-hadd,54,627,30734,447.65
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_2_2.pddl,onld-local,44,57,337,74.07
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_2_2.pddl,onld-hadd,55,53,277,74.36
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_2_3.pddl,onld-local,38,39,422,73.89
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_2_3.pddl,onld-hadd,44,57,511,74.13
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_3_1.pddl,onld-local,42,46,186,73.8
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_3_1.pddl,onld-hadd,42,68,122,74.36
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_3_2.pddl,onld-local,144,219,5175,304.91
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_3_2.pddl,onld-hadd,129,407,5963,294.34
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_3_3.pddl,onld-local,94,3716,288325,1536.66
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_3_3.pddl,onld-hadd,97,2657,106258,850.95
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_1_1.pddl,onld-local,27,24,79,74.21
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_1_1.pddl,onld-hadd,29,32,67,74.35
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_1_2.pddl,onld-local,7,13,9,74.25
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_1_2.pddl,onld-hadd,7,16,10,74.21
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_1_3.pddl,onld-local,7,11,10,73.98
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_1_3.pddl,onld-hadd,7,13,8,74.15
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_2_1.pddl,onld-local,128,93,1387,74.35
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_2_1.pddl,onld-hadd,172,120,875,149.87
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_2_2.pddl,onld-local,143,99,1725,169.56
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_2_2.pddl,onld-hadd,111,205,3331,225.42
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_2_3.pddl,onld-local,34,35,129,74.04
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_2_3.pddl,onld-hadd,36,44,84,74.45
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_3_1.pddl,onld-local,89,112,2068,172.83
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_3_1.pddl,onld-hadd,89,100,1245,159.75
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_3_2.pddl,onld-local,86,93,988,184.1
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_3_2.pddl,onld-hadd,90,135,1062,155.38
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_3_3.pddl,onld-local,289,361,9610,409.47
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_3_3.pddl,onld-hadd,289,476,8007,395.29
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_1_1229.pddl,onld-local,23,17,24,73.89
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_1_1229.pddl,onld-hadd,23,21,24,74.11
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_2_1229.pddl,onld-local,80,34,86,74.27
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_2_1229.pddl,onld-hadd,79,49,110,74.9
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_3_1229.pddl,onld-local,101,41,103,74.71
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_3_1229.pddl,onld-hadd,99,73,131,74.28
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_4_1229.pddl,onld-local,98,38,99,74.3
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_4_1229.pddl,onld-hadd,98,54,99,75.48
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_5_1229.pddl,onld-local,101,42,104,75.93
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_5_1229.pddl,onld-hadd,105,80,140,74.93
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_1_1229.pddl,onld-local,T/O,T/O,T/O,21087.77
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_1_1229.pddl,onld-hadd,23,26,24,74.32
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_2_1229.pddl,onld-local,T/O,T/O,T/O,21113.78
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_2_1229.pddl,onld-hadd,76,64,77,74.0
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_3_1229.pddl,onld-local,T/O,T/O,T/O,21106.79
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_3_1229.pddl,onld-hadd,119,94,120,74.9
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_4_1229.pddl,onld-local,T/O,T/O,T/O,21089.82
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_4_1229.pddl,onld-hadd,120,105,121,153.56
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_5_1229.pddl,onld-local,T/O,T/O,T/O,21090.54
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_5_1229.pddl,onld-hadd,121,128,122,150.21
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_1_1229.pddl,onld-local,T/O,T/O,T/O,21075.03
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_1_1229.pddl,onld-hadd,23,35,24,74.66
