Domain,Instance,Heuristic,Plan_Length,Search_Time_ms,Expanded_Nodes,Max_RAM_MB
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_1.pddl,onld-local,357,296,9268,334.47
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_1.pddl,onld-hadd,349,356,7345,346.83
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_1.pddl,hlm-count-filtered,T/O,T/O,T/O,10601.96
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_2.pddl,onld-local,48,583523,59217119,12357.06
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_2.pddl,onld-hadd,59,97,646,97.57
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_2.pddl,hlm-count-filtered,74,55,856,86.86
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_3.pddl,onld-local,183,3444,248221,1288.18
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_3.pddl,onld-hadd,202,570,9321,431.5
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_3.pddl,hlm-count-filtered,T/O,T/O,T/O,19495.86
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_1.pddl,onld-local,21,17,91,57.35
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_1.pddl,onld-hadd,21,23,92,86.53
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_1.pddl,hlm-count-filtered,20,12,58,57.03
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_2.pddl,onld-local,50,26,249,87.14
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_2.pddl,onld-hadd,50,31,226,84.16
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_2.pddl,hlm-count-filtered,35,25,369,96.53
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_3.pddl,onld-local,21,21,72,57.05
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_3.pddl,onld-hadd,23,26,89,91.42
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_3.pddl,hlm-count-filtered,21,15,103,56.97
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_1.pddl,onld-local,21,26,96,83.88
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_1.pddl,onld-hadd,21,31,118,80.8
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_1.pddl,hlm-count-filtered,23,17,130,84.66
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_2.pddl,onld-local,39,29,97,87.95
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_2.pddl,onld-hadd,39,44,74,88.39
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_2.pddl,hlm-count-filtered,36,25,132,95.5
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_3.pddl,onld-local,52,32,213,86.86
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_3.pddl,onld-hadd,56,50,235,87.19
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_3.pddl,hlm-count-filtered,52,9605,1978641,2771.95
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_1.pddl,onld-local,38,147,2760,226.95
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_1.pddl,onld-hadd,41,43,106,90.42
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_1.pddl,hlm-count-filtered,37,25,128,93.31
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_2.pddl,onld-local,74,82,711,74.85
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_2.pddl,onld-hadd,76,99,719,86.14
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_2.pddl,hlm-count-filtered,T/O,T/O,T/O,15679.5
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_3.pddl,onld-local,90,54,630,89.06
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_3.pddl,onld-hadd,87,116,1021,149.05
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_3.pddl,hlm-count-filtered,T/O,T/O,T/O,18385.91
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_1.pddl,onld-local,11,21,37,56.81
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_1.pddl,onld-hadd,11,22,46,57.21
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_1.pddl,hlm-count-filtered,11,13,67,56.96
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_2.pddl,onld-local,72,34,393,85.57
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_2.pddl,onld-hadd,72,52,395,81.28
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_2.pddl,hlm-count-filtered,66,22,250,90.25
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_3.pddl,onld-local,81,32,417,82.64
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_3.pddl,onld-hadd,81,44,422,86.56
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_3.pddl,hlm-count-filtered,43,29,453,83.71
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_1.pddl,onld-local,52,35,273,88.19
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_1.pddl,onld-hadd,60,51,275,85.0
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_1.pddl,hlm-count-filtered,81,18390,5116054,1063.84
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_2.pddl,onld-local,51,44,511,86.48
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_2.pddl,onld-hadd,59,67,470,95.1
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_2.pddl,hlm-count-filtered,50,3075,732897,999.12
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_3.pddl,onld-local,28,25,52,87.9
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_3.pddl,onld-hadd,27,36,47,89.85
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_3.pddl,hlm-count-filtered,30,26,100,91.65
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_1.pddl,onld-local,128,14502,1343278,1927.16
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_1.pddl,onld-hadd,108,153,1673,175.87
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_1.pddl,hlm-count-filtered,T/O,T/O,T/O,14610.99
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_2.pddl,onld-local,23,2064,85779,869.46
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_2.pddl,onld-hadd,21,41,76,88.45
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_2.pddl,hlm-count-filtered,T/O,T/O,T/O,10369.54
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_3.pddl,onld-local,117,8598,1090586,880.94
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_3.pddl,onld-hadd,117,136,1389,163.78
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_3.pddl,hlm-count-filtered,T/O,T/O,T/O,15831.9
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_1.pddl,onld-local,57,34,365,89.34
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_1.pddl,onld-hadd,58,47,350,93.19
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_1.pddl,hlm-count-filtered,62,33,538,81.94
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_2.pddl,onld-local,88,57,662,77.29
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_2.pddl,onld-hadd,88,64,657,85.14
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_2.pddl,hlm-count-filtered,105,40,451,85.32
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_3.pddl,onld-local,11,13,12,56.79
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_3.pddl,onld-hadd,11,17,12,56.98
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_3.pddl,hlm-count-filtered,11,12,23,57.16
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_1.pddl,onld-local,15,17,25,85.02
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_1.pddl,onld-hadd,13,20,19,57.19
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_1.pddl,hlm-count-filtered,13,15,37,83.89
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_2.pddl,onld-local,75,366,19092,462.36
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_2.pddl,onld-hadd,74,59,422,88.15
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_2.pddl,hlm-count-filtered,102,39669,11693596,1297.91
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_3.pddl,onld-local,57,1769,183070,863.96
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_3.pddl,onld-hadd,57,1354,77437,645.37
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_3.pddl,hlm-count-filtered,54,44614,12234893,1582.15
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_1.pddl,onld-local,120,592,22359,584.12
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_1.pddl,onld-hadd,121,85,689,90.93
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_1.pddl,hlm-count-filtered,T/O,T/O,T/O,3247.06
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_2.pddl,onld-local,135,121,1748,87.9
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_2.pddl,onld-hadd,115,274,3319,256.31
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_2.pddl,hlm-count-filtered,T/O,T/O,T/O,5409.99
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_3.pddl,onld-local,71,204,5992,212.14
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_3.pddl,onld-hadd,70,488,14565,450.73
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_3.pddl,hlm-count-filtered,T/O,T/O,T/O,6314.54
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_1.pddl,onld-local,5,9,6,57.25
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_1.pddl,onld-hadd,5,12,6,56.78
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_1.pddl,hlm-count-filtered,5,8,8,57.25
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_2.pddl,onld-local,33,27,132,88.75
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_2.pddl,onld-hadd,35,32,101,92.81
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_2.pddl,hlm-count-filtered,31,38,1105,88.82
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_3.pddl,onld-local,94,44,774,89.22
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_3.pddl,onld-hadd,94,57,758,88.99
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_3.pddl,hlm-count-filtered,48,18,138,57.02
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_1.pddl,onld-local,72,57,974,85.16
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_1.pddl,onld-hadd,82,85,881,81.62
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_1.pddl,hlm-count-filtered,70,37242,8429917,5280.91
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_2.pddl,onld-local,58,76,1328,84.57
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_2.pddl,onld-hadd,71,124,1437,173.99
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_2.pddl,hlm-count-filtered,116,26236,5795121,4475.68
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_3.pddl,onld-local,73,69,1338,89.17
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_3.pddl,onld-hadd,73,85,1137,85.61
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_3.pddl,hlm-count-filtered,76,19307,4802197,2021.69
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_1.pddl,onld-local,62,48,709,85.07
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_1.pddl,onld-hadd,63,73,604,84.6
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_1.pddl,hlm-count-filtered,T/O,T/O,T/O,4382.89
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_2.pddl,onld-local,61,71,1139,83.7
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_2.pddl,onld-hadd,60,126,1065,145.2
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_2.pddl,hlm-count-filtered,42,35,526,89.76
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_3.pddl,onld-local,180,778,58796,579.25
