Domain,Instance,Heuristic,Plan_Length,Search_Time_ms,Expanded_Nodes,Max_RAM_MB
examples/pddl2_1/counters/domain.pddl,examples/pddl2_1/counters/instance_4.pddl,onld-local,6,17,8,65.69
examples/pddl2_1/counters/domain.pddl,examples/pddl2_1/counters/instance_4.pddl,onld-hadd,6,17,8,65.5
examples/pddl2_1/counters/domain.pddl,examples/pddl2_1/counters/instance_40.pddl,onld-local,T/O,T/O,T/O,9757.82
examples/pddl2_1/counters/domain.pddl,examples/pddl2_1/counters/instance_40.pddl,onld-hadd,T/O,T/O,T/O,898.41
examples/pddl2_1/counters/domain.pddl,examples/pddl2_1/counters/instance_8.pddl,onld-local,28,46,79,65.11
examples/pddl2_1/counters/domain.pddl,examples/pddl2_1/counters/instance_8.pddl,onld-hadd,28,67,79,110.07
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_1_1.pddl,onld-local,30,41,130,69.43
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_1_1.pddl,onld-hadd,34,45,101,65.53
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_1_2.pddl,onld-local,34,40,114,67.79
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_1_2.pddl,onld-hadd,40,49,106,64.87
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_1_3.pddl,onld-local,47,47,195,65.3
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_1_3.pddl,onld-hadd,45,48,180,65.51
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_2_1.pddl,onld-local,56,38864,4656547,4019.24
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_2_1.pddl,onld-hadd,56,38731,3864178,2929.9
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_2_2.pddl,onld-local,144,156,1863,110.79
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_2_2.pddl,onld-hadd,134,154,1298,96.59
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_2_3.pddl,onld-local,153,22882,2509092,2336.23
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_2_3.pddl,onld-hadd,155,338,5574,216.25
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_1.pddl,onld-local,T/O,T/O,T/O,2922.04
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_1.pddl,onld-hadd,349,542,8628,376.18
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_2.pddl,onld-local,T/O,T/O,T/O,5749.34
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_2.pddl,onld-hadd,59,170,710,152.45
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_3.pddl,onld-local,T/O,T/O,T/O,4080.03
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_10_3_3.pddl,onld-hadd,T/O,T/O,T/O,3536.21
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_1.pddl,onld-local,21,25,91,64.36
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_1.pddl,onld-hadd,21,34,92,63.24
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_2.pddl,onld-local,50,50,249,65.08
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_2.pddl,onld-hadd,50,47,226,65.01
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_3.pddl,onld-local,21,32,72,64.9
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_1_3.pddl,onld-hadd,23,37,89,64.71
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_1.pddl,onld-local,21,10354,1237441,1909.25
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_1.pddl,onld-hadd,21,7723,725460,1378.47
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_2.pddl,onld-local,39,1707,198037,742.79
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_2.pddl,onld-hadd,39,2064,176731,582.84
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_3.pddl,onld-local,54,12902,1635778,1771.14
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_2_3.pddl,onld-hadd,56,69,235,114.25
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_1.pddl,onld-local,T/O,T/O,T/O,7987.86
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_1.pddl,onld-hadd,41,68,106,106.68
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_2.pddl,onld-local,T/O,T/O,T/O,8023.04
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_2.pddl,onld-hadd,76,133,722,92.57
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_3.pddl,onld-local,T/O,T/O,T/O,4798.18
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_4_3_3.pddl,onld-hadd,T/O,T/O,T/O,3505.56
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_1.pddl,onld-local,11,18,37,56.81
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_1.pddl,onld-hadd,11,25,46,85.66
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_2.pddl,onld-local,72,38,393,81.19
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_2.pddl,onld-hadd,72,51,395,74.66
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_3.pddl,onld-local,81,34,417,86.79
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_1_3.pddl,onld-hadd,81,49,422,84.54
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_1.pddl,onld-local,52,46,273,74.08
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_1.pddl,onld-hadd,60,49,275,84.03
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_2.pddl,onld-local,51,46,511,77.14
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_2.pddl,onld-hadd,59,69,470,91.7
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_3.pddl,onld-local,28,29,52,76.21
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_2_3.pddl,onld-hadd,27,39,47,90.54
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_1.pddl,onld-local,T/O,T/O,T/O,5460.0
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_1.pddl,onld-hadd,T/O,T/O,T/O,4946.48
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_2.pddl,onld-local,T/O,T/O,T/O,7981.39
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_2.pddl,onld-hadd,21,41,76,74.74
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_3.pddl,onld-local,T/O,T/O,T/O,10014.25
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_5_3_3.pddl,onld-hadd,117,123,1473,150.42
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_1.pddl,onld-local,57,48,365,74.88
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_1.pddl,onld-hadd,58,61,350,82.68
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_2.pddl,onld-local,88,50,662,79.36
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_2.pddl,onld-hadd,88,55,657,73.6
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_3.pddl,onld-local,11,16,12,84.23
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_1_3.pddl,onld-hadd,11,20,12,83.87
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_1.pddl,onld-local,15,16,25,56.92
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_1.pddl,onld-hadd,13,20,19,56.96
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_2.pddl,onld-local,75,16858,2960143,2136.45
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_2.pddl,onld-hadd,74,57,422,84.88
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_3.pddl,onld-local,57,43049,8217879,3627.73
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_2_3.pddl,onld-hadd,57,50007,6788509,3626.06
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_1.pddl,onld-local,T/O,T/O,T/O,7327.62
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_1.pddl,onld-hadd,121,89,689,95.26
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_2.pddl,onld-local,T/O,T/O,T/O,9106.11
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_2.pddl,onld-hadd,T/O,T/O,T/O,4537.66
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_3.pddl,onld-local,T/O,T/O,T/O,2944.18
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_6_3_3.pddl,onld-hadd,T/O,T/O,T/O,7010.07
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_1.pddl,onld-local,5,12,6,56.68
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_1.pddl,onld-hadd,5,12,6,83.79
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_2.pddl,onld-local,33,32,132,76.7
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_2.pddl,onld-hadd,35,38,101,85.34
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_3.pddl,onld-local,94,45,774,83.43
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_1_3.pddl,onld-hadd,94,63,758,77.38
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_1.pddl,onld-local,78,11976,2076676,2948.66
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_1.pddl,onld-hadd,82,78,883,83.77
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_2.pddl,onld-local,64,35578,6655293,3186.59
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_2.pddl,onld-hadd,71,14468,2031441,1918.12
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_3.pddl,onld-local,73,91266,15397646,4602.74
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_2_3.pddl,onld-hadd,73,90,1177,75.48
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_1.pddl,onld-local,T/O,T/O,T/O,4869.64
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_1.pddl,onld-hadd,63,67,609,85.96
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_2.pddl,onld-local,T/O,T/O,T/O,8797.51
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_2.pddl,onld-hadd,T/O,T/O,T/O,4478.54
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_3.pddl,onld-local,T/O,T/O,T/O,6060.83
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_7_3_3.pddl,onld-hadd,180,145,2595,170.35
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_1_1.pddl,onld-local,17,20,18,76.64
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_1_1.pddl,onld-hadd,17,22,18,77.12
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_1_2.pddl,onld-local,5,12,6,56.86
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_1_2.pddl,onld-hadd,5,18,8,56.3
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_1_3.pddl,onld-local,36,34,162,76.41
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_1_3.pddl,onld-hadd,38,50,228,83.99
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_2_1.pddl,onld-local,58,78185,14250492,5194.88
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_2_1.pddl,onld-hadd,54,37600,6246900,3525.63
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_2_2.pddl,onld-local,44,51,337,78.45
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_2_2.pddl,onld-hadd,55,58,277,83.46
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_2_3.pddl,onld-local,45,56805,9717882,4810.42
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_2_3.pddl,onld-hadd,44,67,817,88.84
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_3_1.pddl,onld-local,T/O,T/O,T/O,6099.93
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_3_1.pddl,onld-hadd,42,51,122,88.66
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_3_2.pddl,onld-local,T/O,T/O,T/O,5314.81
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_3_2.pddl,onld-hadd,T/O,T/O,T/O,3633.23
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_3_3.pddl,onld-local,T/O,T/O,T/O,4916.43
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_8_3_3.pddl,onld-hadd,T/O,T/O,T/O,4786.3
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_1_1.pddl,onld-local,27,28,79,74.78
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_1_1.pddl,onld-hadd,29,26,67,78.47
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_1_2.pddl,onld-local,7,12,9,56.96
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_1_2.pddl,onld-hadd,7,15,10,57.06
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_1_3.pddl,onld-local,7,10,10,57.0
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_1_3.pddl,onld-hadd,7,15,8,57.12
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_2_1.pddl,onld-local,128,85,1387,86.73
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_2_1.pddl,onld-hadd,172,97,875,81.66
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_2_2.pddl,onld-local,143,89,1725,86.68
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_2_2.pddl,onld-hadd,111,177,3362,151.28
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_2_3.pddl,onld-local,36,24695,4343980,3718.63
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_2_3.pddl,onld-hadd,36,38,84,86.36
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_3_1.pddl,onld-local,T/O,T/O,T/O,5095.19
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_3_1.pddl,onld-hadd,89,106,1412,87.15
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_3_2.pddl,onld-local,T/O,T/O,T/O,5323.77
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_3_2.pddl,onld-hadd,T/O,T/O,T/O,3537.19
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_3_3.pddl,onld-local,T/O,T/O,T/O,4208.73
examples/pddl2_1/plant-watering/domain.pddl,examples/pddl2_1/plant-watering/small_instances/mt-plant-watering-constrained/instance_9_3_3.pddl,onld-hadd,289,424,8291,324.95
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_1_1229.pddl,onld-local,23,16,24,57.07
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_1_1229.pddl,onld-hadd,23,24,24,84.05
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_2_1229.pddl,onld-local,80,33,86,78.1
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_2_1229.pddl,onld-hadd,79,51,110,79.53
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_3_1229.pddl,onld-local,101,33,103,84.05
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_3_1229.pddl,onld-hadd,99,76,131,83.56
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_4_1229.pddl,onld-local,98,34,99,86.07
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_4_1229.pddl,onld-hadd,98,55,99,91.68
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_5_1229.pddl,onld-local,101,41,104,76.02
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_1_5_1229.pddl,onld-hadd,105,80,140,75.73
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_1_1229.pddl,onld-local,T/O,T/O,T/O,20782.57
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_1_1229.pddl,onld-hadd,23,27,24,74.93
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_2_1229.pddl,onld-local,T/O,T/O,T/O,15430.86
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_2_1229.pddl,onld-hadd,76,62,77,77.59
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_3_1229.pddl,onld-local,T/O,T/O,T/O,14285.18
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_3_1229.pddl,onld-hadd,119,87,120,100.43
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_4_1229.pddl,onld-local,T/O,T/O,T/O,11362.3
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_4_1229.pddl,onld-hadd,120,105,121,95.07
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_5_1229.pddl,onld-local,T/O,T/O,T/O,10902.81
